year,species,F1_best_run_f,F1_best_run_g,corr_run_f,corr_run_g,r2_run_f,r2_run_g,dcorr,dr2,dF1_best
2015,Lutjanus griseus_SA,0.782950423216445,0.7345352813179982,0.8173669875059244,0.6880623773039658,0.6569345790045664,0.4434496304988703,-0.1293046102019586,-0.2134849485056961,-0.04841514189844687
2015,Mycteroperca microlepis_SA,0.6145414687614176,0.48514851485148514,0.8867695507285225,0.952232325222401,0.7761422054548458,0.8900074786850662,0.0654627744938785,0.11386527323022044,-0.12939295390993244
2015,Sciaenops ocellatus_R,0.7413509060955519,0.521694742215416,0.7978836987973174,0.576339385874014,0.5705062477932246,0.3026802023059383,-0.22154431292330334,-0.2678260454872863,-0.21965616388013587
2015,Sciaenops ocellatus_SA,0.8236375794048814,0.8361134995700774,0.7385392636274664,0.6203811930359017,0.5113515640986905,0.3775821010744884,-0.11815807059156469,-0.13376946302420212,0.012475920165196053
2016,Archosargus probatocephalus_A,0.8003716176982929,0.8049757178154554,0.6850466608408325,0.6329722739951837,0.44263231175587137,0.3678583451535338,-0.0520743868456488,-0.0747739666023376,0.004604100117162502
2016,Archosargus probatocephalus_R,0.6082618239872281,0.49890443283330527,0.7780980628055052,0.4411735267418553,0.542144707290203,0.19054026684733805,-0.3369245360636499,-0.351604440442865,-0.10935739115392279
2016,Callinectes sapidus_R,0.8582149129809995,0.7310914981566305,0.7833469076383692,0.5525966794695216,0.5773584511116634,0.27336491664997964,-0.2307502281688476,-0.30399353446168376,-0.12712341482436895
2016,Centropomus undecimalis_A,0.836489252814739,0.8330985013449469,0.6695706522436812,0.5792535357536681,0.4042384387900395,0.3346283323847409,-0.09031711649001306,-0.06961010640529863,-0.0033907514697920638
2016,Centropomus undecimalis_SA,0.6724565756823822,0.5245728749209028,0.6383216001182759,0.43050719149655714,0.393623890280526,0.035943579442911155,-0.20781440862171874,-0.35768031083761487,-0.1478837007614794
2016,Cynoscion nebulosus_A,0.6774073384242876,0.6906641000962463,0.6869425267315448,0.38967058019043804,0.46638819043581536,-0.07852487292963861,-0.2972719465411067,-0.544913063365454,0.013256761671958772
2016,Cynoscion nebulosus_R,0.8207070707070707,0.802020202020202,0.7799834111016302,0.7333670376297532,0.596954492200281,0.5166744335406637,-0.04661637347187697,-0.08028005865961729,-0.01868686868686875
2016,Lutjanus griseus_R,0.6608323609490471,0.4647239263803681,0.7460097989450498,0.6811485721934327,0.5209281458803388,0.4606709723450845,-0.0648612267516171,-0.06025717353525428,-0.196108434568679
2016,Lutjanus griseus_SA,0.7683453237410072,0.7146739130434783,0.8055061878137798,0.808143098036159,0.6473640085836944,0.40502038598636514,0.0026369102223792185,-0.24234362259732922,-0.0536714106975289
2016,Mycteroperca microlepis_SA,0.5793103448275863,0.36562230526013223,0.47933448732209083,0.3143251590629814,-0.6069688178423711,-12.565934764831194,-0.1650093282591094,-11.958965946988823,-0.21368803956745402
2016,Sciaenops ocellatus_R,0.6838937013654383,0.5197927461139896,0.8517771432721831,0.7128565313582923,0.6889359935234318,0.505394278329482,-0.13892061191389082,-0.1835417151939498,-0.16410095525144863
2016,Sciaenops ocellatus_SA,0.8164082041020511,0.827568710359408,0.6749377061763377,0.6183897698942562,0.4429616154376851,0.3539056510248787,-0.056547936282081546,-0.08905596441280639,0.011160506257356984
2017,Archosargus probatocephalus_A,0.7839469432871354,0.7921358046076563,0.7710494318975962,0.652919803136951,0.583859072742408,0.38079526173778333,-0.11812962876064526,-0.20306381100462467,0.00818886132052088
2017,Archosargus probatocephalus_R,0.6702890675940013,0.4950946040644709,0.6821932476159255,0.5051390596355405,0.3044393409323185,-0.8262668248418863,-0.17705418798038497,-1.1307061657742048,-0.1751944635295304
2017,Callinectes sapidus_R,0.7196762550585147,0.8751576292559899,0.7270699885325361,0.6359002994780598,0.4978975928702334,0.4029910330232349,-0.09116968905447631,-0.09490655984699847,0.1554813741974752
2017,Centropomus undecimalis_A,0.8398760330578512,0.8285123966942148,0.7626789632531952,0.647703053716799,0.5328136692650847,0.41895511575341426,-0.11497590953639614,-0.1138585535116704,-0.011363636363636354
2017,Centropomus undecimalis_SA,0.6781142678738683,0.6028723072119888,0.5992806065620409,0.4707408482056076,0.3121098234332542,0.17927676037571305,-0.12853975835643328,-0.13283306305754117,-0.07524196066187949
2017,Cynoscion nebulosus_A,0.7357630979498861,0.6569200779727096,0.6175792798532546,0.5355915292131443,0.36341559997750383,0.28391121233869676,-0.08198775064011021,-0.07950438763880707,-0.07884301997717658
2017,Cynoscion nebulosus_R,0.8260087381135954,0.7954253405294269,0.8118661026863836,0.6781448480477473,0.6467022833270033,0.44500343002602905,-0.13372125463863627,-0.20169885330097426,-0.030583397584168504
2017,Lutjanus griseus_R,0.6646008020415604,0.5104090129806514,0.8033337693063397,0.4695430092736724,0.6240719685600049,0.21572619920111558,-0.33379076003266733,-0.40834576935888933,-0.1541917890609089
2017,Lutjanus griseus_SA,0.8026037428803906,0.692174515235457,0.7796297877472632,0.6705135965361271,0.6074698683415382,0.4474118594474409,-0.10911619121113614,-0.16005800889409727,-0.11042922764493357
2017,Mycteroperca microlepis_SA,0.6213151927437641,0.4316599486991572,0.4801626636338492,0.25372070240051203,0.22751155291669967,-0.03925704749965697,-0.22644196123333715,-0.26676860041635664,-0.18965524404460693
2017,Sciaenops ocellatus_R,0.7560062402496099,0.5017743080198722,0.7437166878723592,0.5279712754590329,0.5459373051744134,0.1680222210811957,-0.21574541241332634,-0.3779150840932177,-0.2542319322297377
2017,Sciaenops ocellatus_SA,0.7517920058316122,0.8113685734974656,0.7594354617129542,0.6395238539857455,0.5729674743628338,0.3932380515635798,-0.11991160772720866,-0.17972942279925397,0.0595765676658534
