bay,species,year,pred_total,obs_total,pred_mean,obs_mean,pred_median,obs_median,n,month
TB,Archosargus probatocephalus_A,,907.5420982189098,543.0000147084093,0.30963565275295457,0.18526100808884655,0.1027197018265724,0.0,2931,12.0
TB,Archosargus probatocephalus_R,2010.0,5.762621972029564,0.0,0.002488178744399639,0.0,0.0,0.0,2316,
TB,Archosargus probatocephalus_R,2011.0,7.890638408015009,0.0,0.003407011402424443,0.0,0.0029905651463195,0.0,2316,
TB,Archosargus probatocephalus_R,2012.0,1.7882868054566428,0.0,0.0007721445619415556,0.0,0.0,0.0,2316,
TB,Archosargus probatocephalus_R,2013.0,0.003383766428669068,0.0,1.461039045193898e-06,0.0,0.0,0.0,2316,
TB,Archosargus probatocephalus_R,2014.0,2.9705355609675737,0.0,0.0012826146636302131,0.0,0.0,0.0,2316,
TB,Archosargus probatocephalus_R,2015.0,0.9915296806993762,0.0,0.00042812162379074963,0.0,0.0,0.0,2316,
TB,Archosargus probatocephalus_R,2016.0,5.760249628286953,0.0,0.002436653819072315,0.0,0.00266783707775175,0.0,2364,
TB,Archosargus probatocephalus_R,2017.0,9.118236576885355,0.0,0.0038571220714405056,0.0,0.00281066377647215,0.0,2364,
TB,Archosargus probatocephalus_R,2018.0,2.204673182843695,0.0,0.0009326028692232212,0.0,0.0,0.0,2364,
TB,Archosargus probatocephalus_R,2019.0,3.7411592660050967,0.0,0.0015825546810512253,0.0,0.0011317638563923,0.0,2364,
TB,Archosargus probatocephalus_R,2020.0,3.3441937829430453,0.0,0.001414633579925146,0.0,0.0006439923890866001,0.0,2364,
TB,Archosargus probatocephalus_R,2021.0,6.347425972737138,0.0,0.0026850363674860993,0.0,0.0026647195918485,0.0,2364,
TB,Archosargus probatocephalus_R,2022.0,4.544330616867111,0.0,0.0019223056754937016,0.0,0.00154497858602545,0.0,2364,
TB,Archosargus probatocephalus_R,2023.0,8.747176305820062,0.0,0.003700159181818977,0.0,0.002839027903974,0.0,2364,
TB,Archosargus probatocephalus_R,2024.0,10.203783793724025,0.0,0.0043163214017445115,0.0,0.0027340840315445997,0.0,2364,
TB,Archosargus probatocephalus_R,,4.422891589017949,0.0,0.001509004295127243,0.0,0.000773906125687,0.0,2931,1.0
TB,Archosargus probatocephalus_R,,4.123498639324538,0.0,0.00140685726350206,0.0,0.0005900895921513,0.0,2931,2.0
TB,Archosargus probatocephalus_R,,5.186748587692278,0.0,0.0017696173960055537,0.0,0.0007055682362988,0.0,2931,3.0
TB,Archosargus probatocephalus_R,,7.7683749147057775,0.0,0.0026504179169927595,0.0,0.0012930098455399,0.0,2931,4.0
TB,Archosargus probatocephalus_R,,7.5818412797942925,0.0,0.002586776281062536,0.0,0.0014316199813038,0.0,2931,5.0
TB,Archosargus probatocephalus_R,,10.453658383500972,0.0,0.003566584231832471,0.0,0.001978262560442,0.0,2931,6.0
TB,Archosargus probatocephalus_R,,7.757187805429581,0.0,0.0026466010936300175,0.0,0.0017227442003786,0.0,2931,7.0
TB,Archosargus probatocephalus_R,,5.960248594405032,0.0,0.002033520503038223,0.0,0.0013451814884319,0.0,2931,8.0
TB,Archosargus probatocephalus_R,,5.37867857954202,0.0,0.0018351001636103788,0.0,0.0011128218611702,0.0,2931,9.0
TB,Archosargus probatocephalus_R,,5.438328982253911,0.0,0.0018554517169068275,0.0,0.0012315815547481,0.0,2931,10.0
TB,Archosargus probatocephalus_R,,4.8491348987236265,0.0,0.0016544301940374024,0.0,0.0010507164988666,0.0,2931,11.0
TB,Archosargus probatocephalus_R,,4.497633065319334,0.0,0.0015345046282222226,0.0,0.0008377289050258,0.0,2931,12.0
TB,Callinectes sapidus_R,2010.0,529.5624736361206,346.00000161797533,0.22865391780488797,0.1493955101977441,0.1571808084845543,0.0,2316,
TB,Callinectes sapidus_R,2011.0,293.2976034384346,479.0000030843121,0.12663972514612892,0.2068221084129154,0.0505882389843463,0.0,2316,
TB,Callinectes sapidus_R,2012.0,649.1475524986163,234.0000010626339,0.28028823510302947,0.10103626988887475,0.12210315838456151,0.0,2316,
TB,Callinectes sapidus_R,2013.0,513.5187998457113,311.0000028459719,0.2217265975154194,0.1342832482063782,0.07250260934233665,0.0,2316,
TB,Callinectes sapidus_R,2014.0,338.4624035690576,274.000004154048,0.1461409341835309,0.11830742839121243,0.0470403637737035,0.0,2316,
TB,Callinectes sapidus_R,2015.0,332.91535381053103,252.0000019404373,0.14374583497864035,0.10880829099328035,0.057806719094514805,0.0,2316,
TB,Callinectes sapidus_R,2016.0,416.7237637325543,269.00000327142783,0.1762790878733309,0.11379018750906422,0.07451492175459859,0.0,2364,
TB,Callinectes sapidus_R,2017.0,371.4254052807736,291.000003177641,0.15711734571944738,0.1230964480446874,0.07065955549478525,0.0,2364,
TB,Callinectes sapidus_R,2018.0,468.0131261032948,468.0000032514656,0.19797509564437174,0.1979695445226166,0.07308650016784665,0.0,2364,
TB,Callinectes sapidus_R,2019.0,646.7350274901837,251.0000020204914,0.27357657677249736,0.10617597378193375,0.14258083701133725,0.0,2364,
TB,Callinectes sapidus_R,2020.0,610.0474713332951,222.00000212205651,0.25805730597855125,0.0939086303392794,0.1546229422092437,0.0,2364,
TB,Callinectes sapidus_R,2021.0,399.950078136986,88.00000098447185,0.16918362019331049,0.037225042717627686,0.08685909956693645,0.0,2364,
TB,Callinectes sapidus_R,2022.0,150.09788873606874,27.00000039742826,0.06349318474452992,0.011421319965071175,0.0261595826596021,0.0,2364,
TB,Callinectes sapidus_R,2023.0,183.30770093016315,38.00000029423273,0.07754132865066123,0.016074450209066296,0.0380932074040174,0.0,2364,
TB,Callinectes sapidus_R,2024.0,132.11952018551517,62.00000056418775,0.05588812190588628,0.02622673458721986,0.03223623707890505,0.0,2364,
TB,Callinectes sapidus_R,,883.3156937079038,595.0000092215598,0.30137007632477103,0.20300239140960757,0.1493246704339981,0.0,2931,1.0
TB,Callinectes sapidus_R,,874.3285126333067,601.0000049484961,0.29830382553166385,0.20504947285857936,0.1618180125951767,0.0,2931,2.0
TB,Callinectes sapidus_R,,799.6536989288579,510.0000024771899,0.27282623641380344,0.17400204792807572,0.14011150598526,0.0,2931,3.0
TB,Callinectes sapidus_R,,471.30104062432656,246.00000452538228,0.16079871737438642,0.08393040072513895,0.0902136638760566,0.0,2931,4.0
TB,Callinectes sapidus_R,,251.65221738697426,125.00000061309647,0.08585882544762001,0.042647560768712546,0.0473783053457737,0.0,2931,5.0
TB,Callinectes sapidus_R,,176.02725057972282,69.00000092967004,0.06005706263381877,0.023541453746049143,0.0382270589470863,0.0,2931,6.0
TB,Callinectes sapidus_R,,200.3576045530134,58.0000005788284,0.06835810458990563,0.019788468297109656,0.0438936837017536,0.0,2931,7.0
TB,Callinectes sapidus_R,,209.12900480846463,96.00000053399214,0.07135073517859591,0.03275332669191134,0.0458354875445365,0.0,2931,8.0
TB,Callinectes sapidus_R,,315.2375060796147,176.0000011192261,0.10755288504933971,0.06004776564968479,0.0637701824307441,0.0,2931,9.0
TB,Callinectes sapidus_R,,407.57350264681725,257.00000091600316,0.13905612509273874,0.08768338482292841,0.0757426247000694,0.0,2931,10.0
TB,Callinectes sapidus_R,,596.7890677126707,373.0000001955369,0.2036127832523612,0.12726032077636878,0.1094976514577865,0.0,2931,11.0
TB,Callinectes sapidus_R,,849.9590690656332,506.0000047298002,0.28998944696882745,0.17263732675871724,0.1244724839925766,0.0,2931,12.0
TB,Centropomus undecimalis_A,2010.0,468.5737034267004,292.0000081015196,0.20232025191135594,0.12607945082103608,0.0554638691246509,0.0,2316,
TB,Centropomus undecimalis_A,2011.0,430.3383095887948,276.00000075475316,0.18581101450293386,0.11917098478184505,0.04675712808966635,0.0,2316,
TB,Centropomus undecimalis_A,2012.0,416.3711287294882,480.0000105244418,0.17978028010772373,0.2072538905545949,0.0522824507206678,0.0,2316,
TB,Centropomus undecimalis_A,2013.0,519.3666522073509,904.0000239574674,0.22425157694617912,0.3903281623305127,0.04923591390252105,0.0,2316,
TB,Centropomus undecimalis_A,2014.0,787.5091620931362,931.0000315486825,0.34002986273451474,0.4019861966963223,0.119096752256155,0.0,2316,
TB,Centropomus undecimalis_A,2015.0,1201.6977388337473,1355.0000395462705,0.5188677628815834,0.5850604661253327,0.22908309847116465,0.0,2316,
TB,Centropomus undecimalis_A,2016.0,1765.0521986204258,1242.0000333408975,0.7466379858800447,0.5253807247634931,0.30040794610977173,0.0,2364,
TB,Centropomus undecimalis_A,2017.0,2477.5777455448697,1221.0000293319122,1.048044731617965,0.5164974743366803,0.4442301541566849,0.0,2364,
