n,prevalence,true_mean,pred_mean,bias,pearson_corr,spearman_corr,r2,rmse,mae,f1_at_0.5,precision_at_0.5,recall_at_0.5,f1_best,f1_best_thr,roc_auc,pr_auc,year,species,run
7032,0.6713594994311718,0.12523819756229318,0.05568851925302184,-0.06954967830927133,0.5479489777901396,0.7237647603548674,0.2844277206663688,0.5322211264143356,0.09861448953330713,0.0820637822465976,1.0,0.04278754501165007,0.8056872037914692,0.0,0.7913331074291644,0.8968236046049247,2011,Callinectes sapidus_R,G
7032,0.49217861205915814,0.025389968779374383,0.013236268510061856,-0.012153700269312527,0.6202621687357829,0.6919186199563171,0.3401808435083895,0.17983687018492567,0.02220817081828687,0.021720491569019718,1.0,0.01097948569777521,0.7596388132435145,2.1985808018598618e-07,0.8306411620593547,0.841089595888482,2011,Centropomus undecimalis_A,G
7032,0.29692832764505117,0.002226238268027492,0.00031970905714736415,-0.0019065292108801277,0.7710284797207687,0.19343366507394852,0.15659188023690518,0.04053317106302534,0.001974368721824494,0.0,0.0,0.0,0.4626429788269652,0.0,0.5934271309935648,0.43179694928662954,2011,Centropomus undecimalis_SA,G
7032,0.48862343572241185,0.00951863461983633,0.009562325331509611,4.369071167328181e-05,0.5079275739019913,0.5525436521648401,0.23563761382026516,0.09852093342020798,0.011487948936709689,0.01902565580859037,1.0,0.00960419091967404,0.6722706096819931,0.0,0.7450040288588666,0.7536851575252631,2011,Cynoscion nebulosus_A,G
7032,0.5665529010238908,0.052992662230746175,0.027925157683884948,-0.025067504546861227,0.6539602100583314,0.7090448661602732,0.36323229825951864,0.2688104143726299,0.04297214307280533,0.05135730007336757,1.0,0.02635542168674699,0.7618666666666667,6.265171919039858e-07,0.8149320543328167,0.8682303661668551,2011,Cynoscion nebulosus_R,G
7032,0.32380546075085326,0.003036410014522531,0.005767559998002878,0.0027311499834803466,0.5463943040546706,0.4183773016349366,-0.002779491005131751,0.039545371043742956,0.0048409251055389025,0.009615384615384616,1.0,0.004830917874396135,0.5569060773480663,2.203445515404137e-09,0.7198173385664813,0.6138115343739511,2011,Lutjanus griseus_R,G
7032,0.36945392491467577,0.007528556318228049,0.00972253310642353,0.0021939767881954805,0.5482317922963944,0.49134825587627434,0.05945415590907133,0.07884167946520074,0.008683262545171131,0.02957906712172924,1.0,0.015011547344110854,0.6172718351324828,6.23244318376237e-08,0.7461210229721139,0.7007728194289464,2011,Lutjanus griseus_SA,G
7032,0.28924914675767915,0.001294940348162491,0.0022045781706500345,0.0009096378224875434,0.7774346680729575,0.24249286471880802,0.2978109884278869,0.0184696657849976,0.0015230421236822008,0.003925417075564278,1.0,0.0019665683382497543,0.33216448836467966,0.0,0.5767304955413827,0.4148202066201306,2011,Mycteroperca microlepis_SA,G
7032,0.314419795221843,0.014623822344891322,0.006439755906452194,-0.008184066438439129,0.5082404626377564,0.2096800774181748,0.23075850297402412,0.21830437601643682,0.012189239109815564,0.027653880463871544,1.0,0.014020805065581185,0.47193062528525787,0.0,0.5958131501231186,0.47801180455852565,2011,Sciaenops ocellatus_R,G
7032,0.5988339021615472,0.026418739882266402,0.022096701230485568,-0.0043220386517808344,0.7369169350428602,0.6221946335046519,0.5228447497631423,0.11899148551123788,0.023250598027446702,0.032242990654205606,1.0,0.016385656613630967,0.753829518832222,0.0,0.771097051652586,0.8469524934622935,2011,Sciaenops ocellatus_SA,G
7044,0.6103066439522998,0.03779368251435739,0.02495890851066168,-0.01283477400369571,0.6300039623787408,0.7266660109352104,0.3934783752920439,0.1843199173188648,0.03010283431315621,0.0432407828857533,1.0,0.02209816236334031,0.7782379518072289,0.0,0.8221329059030544,0.8870084814405522,2012,Archosargus probatocephalus_A,G
7044,0.2988358886996025,0.0006265317542433002,0.00013516758203224112,-0.0004913641722110591,0.2102453294003429,0.16602365364295807,-0.010331931686956342,0.009110525563816982,0.0006607102565126071,0.0,0.0,0.0,0.46211289259828686,0.0,0.5886977899975905,0.40645439959899166,2012,Archosargus probatocephalus_R,G
7044,0.6814310051107325,0.1339118221574064,0.1520158232967715,0.018104001139365083,0.6974284627537961,0.7833560059070376,0.3914347042066101,0.5333768278611386,0.11528943988278086,0.17282070803197563,1.0,0.09458333333333334,0.815861130020422,0.0,0.8233601641414141,0.9154402213730131,2012,Callinectes sapidus_R,G
7044,0.5117830777967064,0.02609711229666531,0.015029978169623145,-0.011067134127042164,0.5707593108168574,0.6855755729066855,0.31783303285809017,0.18181845897394897,0.022401723767523057,0.026279770052012045,1.0,0.01331484049930652,0.7537533323979234,1.9434261844253342e-07,0.8128366832438065,0.8298757251605228,2012,Centropomus undecimalis_A,G
7044,0.30706984667802384,0.0029898860089085577,0.0011709069835718448,-0.0018189790253367128,0.6233197773905823,0.16907751147862513,0.33037675808057543,0.03434860579545356,0.002351316827607826,0.0009242144177449168,1.0,0.0004623208506703652,0.4703067217750707,0.0,0.5722368988491043,0.44541794562829123,2012,Centropomus undecimalis_SA,G
7044,0.5107893242475866,0.01010184330537931,0.007028904132612386,-0.0030729391727669234,0.3394888586300275,0.5845468518353399,0.10726634143051372,0.10492765171409696,0.010711238543381203,0.010505944152612662,1.0,0.0052807115063924406,0.7078651685393258,1.4432470862857372e-07,0.7661952761529668,0.7918650860199343,2012,Cynoscion nebulosus_A,G
7044,0.5718341851220897,0.0492854552201076,0.033920249317979254,-0.015365205902128344,0.5668490821944967,0.7424943303376377,0.30716714288559865,0.23612056718496255,0.041836468028821176,0.058327307785008435,1.0,0.030039721946375372,0.7698013245033113,1.6978663666122884e-06,0.8381321218973815,0.8834503367353432,2012,Cynoscion nebulosus_R,G
7044,0.33319136854060194,0.008929874043737672,0.002127321269770107,-0.006802552773967565,0.517690011550138,0.31755691393244634,0.18645077856193637,0.07828545864157879,0.008033530108749585,0.0008517887563884157,1.0,0.00042607584149978694,0.4996243425995492,2.3916944831778137e-11,0.6482953473915078,0.5702824369832122,2012,Lutjanus griseus_R,G
7044,0.37720045428733673,0.007172924563326827,0.004106170156078263,-0.0030667544072485635,0.46261918554914333,0.486707235246482,0.126296933579213,0.06555037637707659,0.0074031490340655546,0.009737827715355805,1.0,0.004892736168611215,0.6155433287482807,2.3384982647388e-09,0.7449253658485111,0.6902605519517866,2012,Lutjanus griseus_SA,G
7044,0.2921635434412266,0.0003753744018149669,0.00031819022689465035,-5.718417492031657e-05,0.31940640855599317,0.18220572419316608,-0.28864991746566737,0.006990843991725434,0.00047055146907414215,0.0,0.0,0.0,0.4314066852367688,0.0,0.5912331008846149,0.426172457187353,2012,Mycteroperca microlepis_SA,G
7044,0.3246734809767178,0.012350189436139436,0.008382778554084383,-0.003967410882055053,0.7226474638410456,0.3605390692561943,0.49824833405468016,0.15585999679628054,0.009973555368424931,0.02248162559446606,1.0,0.011368605159597726,0.33539967373572593,0.0,0.5877280336831765,0.449026609077717,2012,Sciaenops ocellatus_R,G
7044,0.6233674048835889,0.023000693183895877,0.02064695262584992,-0.0023537405580459567,0.8215436227103944,0.6551491095366019,0.6439461781215687,0.08489394011190532,0.019317085597337892,0.022072072072072072,1.0,0.01115918925074015,0.7945314047949277,0.0,0.7815024958961134,0.856031351795673,2012,Sciaenops ocellatus_SA,G
7044,0.6652470187393527,0.03381205762673558,0.03812155004072494,0.004309492413989362,0.4502441305388549,0.717913563112302,-0.07653857911245265,0.1942712375782852,0.04111132210961539,0.05962732919254658,1.0,0.030729833546734954,0.8062384351044145,0.0,0.8299323467988127,0.9104546660319262,2013,Archosargus probatocephalus_A,G
7044,0.3151618398637138,0.0017754737067708058,0.0011822974393097502,-0.0005931762674610556,0.44577103365377424,0.1964699066308949,0.180150765006433,0.026387277583399777,0.0016814856323367046,0.0009004952723998199,1.0,0.00045045045045045046,0.480008835873647,0.0,0.5923606909147954,0.4674819358554764,2013,Archosargus probatocephalus_R,G
7044,0.6854060193072118,0.12710336908603168,0.09146232082877057,-0.03564104825726111,0.6355274788102421,0.7505420665489372,0.39748871737277225,0.49690123368361605,0.10346046703533356,0.11553473848555816,1.0,0.061309030654515324,0.8196186222298574,0.0,0.8062026397608415,0.9070063974025089,2013,Callinectes sapidus_R,G
7044,0.5636002271436684,0.05359153618294031,0.02922869089244176,-0.02436284529049855,0.6904286689827583,0.7620050271182122,0.4628630659624955,0.23529327692013396,0.042073507614475036,0.046740467404674045,1.0,0.02392947103274559,0.7968499733048585,1.8895180460276606e-06,0.8588267323730844,0.9027143980507907,2013,Centropomus undecimalis_A,G
7044,0.32396365701306074,0.005077971453944527,0.0019864242126681683,-0.0030915472412763583,0.41220695930362405,0.26775233996061865,0.10824909968241148,0.1322973781271163,0.005132984982626251,0.003499562554680665,1.0,0.0017528483786152498,0.49216953236228234,0.0,0.63192378790461,0.5026525663594911,2013,Centropomus undecimalis_SA,G
7044,0.522572402044293,0.007149141035286505,0.007199270198003289,5.012916271678394e-05,0.6035383751735727,0.5655370177307586,0.3502629075564955,0.057333031715623387,0.007535079779141999,0.01026749527154823,0.95,0.005161640858462374,0.6981818181818182,0.0,0.7445069363512337,0.7664254735928021,2013,Cynoscion nebulosus_A,G
7044,0.5780806360022714,0.048525879328902025,0.036475825852045986,-0.012050053476856039,0.5805206748728842,0.7849127626851815,0.261928531717731,0.2204637247076633,0.04246087911383642,0.06049059299833293,1.0,0.03118860510805501,0.8167515563101302,0.0,0.8554161036735796,0.8893003559326278,2013,Cynoscion nebulosus_R,G
7044,0.34497444633730834,0.008222768013747273,0.008254459602980184,3.1691589232911085e-05,0.5564315584831288,0.5030966250083756,0.28678122449630705,0.0780103193637916,0.0077934974406298286,0.027597402597402596,1.0,0.013991769547325103,0.5568499534016775,0.0,0.6893889325919862,0.5868461225921194,2013,Lutjanus griseus_R,G
7044,0.41624077228847245,0.023720919720318253,0.013705846972820021,-0.010015072747498232,0.5288525214967563,0.5372142161340947,0.27414520403918585,0.2264497589807201,0.021842856083792255,0.03419376466644318,1.0,0.017394270122783082,0.6481694303070104,5.517910174393661e-10,0.7561710874504329,0.7354745399605842,2013,Lutjanus griseus_SA,G
7044,0.30706984667802384,0.00044557402394320296,0.0004183391986983115,-2.723482524489147e-05,0.311113817260057,0.20666052810080596,-0.2365662391652288,0.009723495133231367,0.0006843905102329282,0.0,0.0,0.0,0.47449114459423736,0.0,0.6096102495992698,0.43828371787806264,2013,Mycteroperca microlepis_SA,G
7044,0.3233957978421351,0.013967167340555172,0.005601607968558072,-0.0083655593719971,0.741141180931515,0.2735854935791536,0.3526589357871802,0.2646066544952279,0.01211555979148864,0.0156794425087108,1.0,0.007901668129938543,0.5015588992815507,0.0,0.6291096263885578,0.4936260221788279,2013,Sciaenops ocellatus_R,G
7044,0.6709256104486088,0.029226652899009085,0.018866616328600802,-0.010360036570408283,0.5481282402155351,0.6877978175632067,0.1189652907293326,0.14473540126394158,0.024561079665325482,0.01595298068849706,1.0,0.008040626322471435,0.8045819798256112,0.0,0.8025626598147965,0.89511401582372,2013,Sciaenops ocellatus_SA,G
7044,0.6932140829074389,0.04510311796209551,0.026277162888796203,-0.01882595507329931,0.6132725303114941,0.7595200693004117,0.3607209548050341,0.166227681850507,0.03657872071497808,0.03856196023297851,1.0,0.019660045054269916,0.84722473332128,0.0,0.8395984785299468,0.9219187834720819,2014,Archosargus probatocephalus_A,G
7044,0.3354628052243044,0.004370347796700773,0.002274702274795688,-0.0020956455219050853,0.6669090452806055,0.3283163192034115,0.35790174786484064,0.051534252880128674,0.0033391669587038873,0.0016913319238900633,1.0,0.0008463817181548879,0.5271028037383177,4.9734084905939113e-11,0.6760521888984408,0.5590025166714285,2014,Archosargus probatocephalus_R,G
7044,0.7122373651334469,0.09455810661138563,0.08160306546596592,-0.012955041145419705,0.6828628934037901,0.7181852246158724,0.4298676511138714,0.37767127227093755,0.07836421556872224,0.09854083759711958,1.0,0.0518237990831174,0.832399899690713,0.0,0.7957599809390057,0.9104933623706244,2014,Callinectes sapidus_R,G
7044,0.5898637137989778,0.08246287656079532,0.05271854345996797,-0.029744333100827344,0.6295828630190812,0.7895991818643017,0.391570114641258,0.4046941827628388,0.06690481338089374,0.0799445471349353,1.0,0.04163658243080626,0.8091702487951022,3.4771984473991324e-06,0.8718187040015262,0.9163423307678419,2014,Centropomus undecimalis_A,G
7044,0.3468199886428166,0.00785464233141043,0.002331344357089046,-0.005523297974321385,0.7693159439926847,0.25917620903858557,0.2315555227193281,0.1647618723765364,0.006729348556966836,0.004899959167006942,1.0,0.0024559967253376994,0.5114544485881726,0.0,0.6174789993419182,0.5182213091842304,2014,Centropomus undecimalis_SA,G
7044,0.5393242475865985,0.005495035629607855,0.0038712554421789797,-0.0016237801874288754,0.324626020148108,0.5625016206784262,-0.08683553733090466,0.0435192268778403,0.005822956505141833,0.002103602419142782,1.0,0.0010529086601737299,0.70621629293216,0.0,0.7462691706640827,0.783430975386842,2014,Cynoscion nebulosus_A,G
7044,0.5843270868824532,0.05222419458614956,0.052078419480306566,-0.00014577510584299486,0.7246203834341579,0.7619405073787228,0.5098456081374391,0.22543542732429664,0.043930034012960396,0.08736059479553904,1.0,0.0456754130223518,0.800811176205498,0.0,0.8323099048362514,0.8794295319123095,2014,Cynoscion nebulosus_R,G
7044,0.37279954571266327,0.01380714385230463,0.007884715674397054,-0.005922428177907576,0.6709505694443191,0.47016943468921546,0.3916167142349525,0.11529181037130282,0.010161994052647215,0.021845574387947268,1.0,0.011043412033511044,0.5827940616673011,0.0,0.6937318409732118,0.619491032398333,2014,Lutjanus griseus_R,G
7044,0.44775695627484385,0.033206333930246405,0.03239792629584053,-0.0008084076344058722,0.6282376933785141,0.6368772490851204,0.3009233276798736,0.22877803721266202,0.028214946142481913,0.07565588773642465,1.0,0.039315155358275206,0.7083795342943133,8.094316854206041e-11,0.7954653005201703,0.796122885681834,2014,Lutjanus griseus_SA,G
7044,0.32566723452583757,0.0010312999819269734,0.001509560153576359,0.00047826017164938556,0.7598136814478484,0.20789862310972007,0.39129194588695515,0.017367770847014786,0.0010906273672452458,0.009544468546637744,1.0,0.004795117698343505,0.4910985098246077,0.0,0.6105833983389162,0.4701627856170747,2014,Mycteroperca microlepis_SA,G
7044,0.3427030096536059,0.021568106799431462,0.00942248139852904,-0.012145625400902423,0.8577997611261637,0.28913371581999636,0.5879186503950604,0.2975393642801925,0.01620495377875287,0.02212208111429742,1.0,0.011184755592377795,0.5117924528301887,8.494545067350145e-09,0.6393970288507822,0.5256645414044359,2014,Sciaenops ocellatus_R,G
7044,0.696053378762067,0.02952593973721802,0.019387616147644917,-0.010138323589573103,0.495637014931223,0.7095061122818608,0.14677076590433913,0.12074680319593709,0.026742307208795668,0.02218636546994756,1.0,0.011217621864164798,0.8246300391222997,0.0,0.805582623303103,0.9051783096743256,2014,Sciaenops ocellatus_SA,G
7044,0.6817149346961954,0.05571215853869872,0.03551448492033271,-0.02019767361836601,0.6892628025769618,0.767220349925605,0.46920993922109366,0.19223165774388076,0.0425812679651323,0.05153175086224386,1.0,0.026447313619325282,0.8194995685936152,0.0,0.8510626054933252,0.926193472874767,2015,Archosargus probatocephalus_A,G
7044,0.31899488926746167,0.001963237787015852,0.0028249376157060456,0.0008616998286901938,0.6643143323250479,0.39560583237421065,0.3051392125783011,0.02150208744600886,0.0022734936741461466,0.004440497335701598,1.0,0.0022251891410769915,0.520314253647587,0.0,0.670414234011225,0.5452797151598242,2015,Archosargus probatocephalus_R,G
7044,0.7464508801817149,0.09059501906898969,0.06764934594161637,-0.02294567312737332,0.7227748749779013,0.7351593412357839,0.5182791082014617,0.33579162125802425,0.06419882587355592,0.07540263543191801,1.0,0.03917839482693039,0.8554207053840515,0.0,0.7876913524189877,0.9223003024353261,2015,Callinectes sapidus_R,G
7044,0.5792163543441227,0.1127831377988863,0.0778522996923301,-0.0349308381065562,0.5784815440004396,0.8067022476394932,0.2971592266663623,0.5363905508443426,0.0958450479671739,0.10716771050800278,1.0,0.05661764705882353,0.8216258879242304,9.02790861800895e-06,0.8992189360562038,0.9279424066117603,2015,Centropomus undecimalis_A,G
7044,0.33262350936967633,0.005049620279593712,0.0037608562332107766,-0.0012887640463829357,0.656927764416384,0.32196861997661425,0.4034105482696918,0.09655539561016264,0.004669438494741553,0.011879507848960543,1.0,0.00597524541186513,0.5208516628541263,3.723621456861914e-11,0.6624555140918157,0.5305506315190793,2015,Centropomus undecimalis_SA,G
7044,0.5122089721749006,0.004576846118593629,0.0026037841827626887,-0.00197306193583094,0.6686577989449776,0.5291887233762775,0.44298760098679324,0.02738095063508978,0.003975613756126877,0.00110803324099723,1.0,0.0005543237250554324,0.6770016069571794,0.0,0.727687582761371,0.7538672649396595,2015,Cynoscion nebulosus_A,G
7044,0.5746734809767178,0.05568753989687619,0.055092345552952234,-0.000595194343923959,0.5497480084059448,0.7543329428179241,0.22915513056717784,0.30587468002236495,0.05434650182940876,0.09595484477892756,1.0,0.05039525691699605,0.780449141347424,4.044988827445195e-06,0.8405796414323181,0.8916493590141126,2015,Cynoscion nebulosus_R,G
7044,0.36059057353776264,0.005617452212557193,0.008170321797171365,0.0025528695846141715,0.4281125865876413,0.37118102325291724,0.1536672707675414,0.1100435309078419,0.007366784444936436,0.023346303501945526,1.0,0.011811023622047244,0.5372872433760308,7.121624892142702e-11,0.6716615851526552,0.6106971277469849,2015,Lutjanus griseus_R,G
7044,0.4392390687109597,0.04919487197994012,0.03195307985667666,-0.01724179212326346,0.6880623773039658,0.6694258017975336,0.4434496304988703,0.2963969198685577,0.03680020830396418,0.0836172189532363,1.0,0.04363283775048481,0.7345352813179982,4.1215800377315e-09,0.8262274880741002,0.8271959762344356,2015,Lutjanus griseus_SA,G
7044,0.3029528676888132,0.0008944780451144011,0.0008009685010178471,-9.350954409655403e-05,0.952232325222401,0.26602059850928134,0.8900074786850662,0.006955396774203101,0.0004206615971730553,0.0028076743097800653,1.0,0.0014058106841611997,0.48514851485148514,2.521709507874448e-10,0.6490116855030665,0.46395224643137517,2015,Mycteroperca microlepis_SA,G
7044,0.33432708688245316,0.036943502865513234,0.03273126472934434,-0.004212238136168896,0.576339385874014,0.3292711979971301,0.3026802023059383,0.4618879261552168,0.0344433310483574,0.0672958555601149,1.0,0.03481953290870488,0.521694742215416,5.276596347358886e-11,0.6598259285973993,0.5558610035439836,2015,Sciaenops ocellatus_R,G
7044,0.6998864281658149,0.03345741536455615,0.02077634990208787,-0.012681065462468284,0.6203811930359017,0.7290553335453896,0.3775821010744884,0.12685033238988339,0.02736166815022654,0.018488745980707395,1.0,0.009330628803245436,0.8361134995700774,0.0,0.8046954429179756,0.9068306540808397,2015,Sciaenops ocellatus_SA,G
7152,0.6617729306487695,0.05525082132575657,0.06265408554174189,0.007403264215985313,0.6329722739951837,0.7696236701494923,0.3678583451535338,0.2714580555041823,0.05650799681993497,0.0926672038678485,0.9956709956709957,0.04859497147686457,0.8049757178154554,0.0,0.8531043021882804,0.922170376344034,2016,Archosargus probatocephalus_A,G
7152,0.3295581655480984,0.00262421158984057,0.0015832754481804486,-0.0010409361416601215,0.4411735267418553,0.29588694757841627,0.19054026684733805,0.03224649080714283,0.002511982772638505,0.0033883947479881405,1.0,0.0016970725498515061,0.49890443283330527,8.951111407640155e-09,0.6401933671715561,0.5349238923740002,2016,Archosargus probatocephalus_R,G
7152,0.7515380313199105,0.10704464848805834,0.0788547697306946,-0.028189878757363743,0.5525966794695216,0.7388334433447442,0.27336491664997964,0.4809110994134053,0.0887086307176752,0.09801840056617127,1.0,0.051534883720930236,0.7310914981566305,0.00029748983797610003,0.7913853764510346,0.9230587709416677,2016,Callinectes sapidus_R,G
7152,0.591582774049217,0.1267902674650513,0.10256190496064892,-0.02422836250440237,0.5792535357536681,0.8302744934018209,0.3346283323847409,0.6631035320182581,0.11214109789319152,0.14997813729777001,1.0,0.0810683053651619,0.8330985013449469,3.2082611141959205e-05,0.896994324102816,0.9337737097772761,2016,Centropomus undecimalis_A,G
7152,0.3661912751677852,0.0037073048168127514,0.002036635433120768,-0.0016706693836919832,0.43050719149655714,0.25112736886138864,0.035943579442911155,0.052559782886044584,0.003693750410603507,0.0030499428135722455,1.0,0.0015273004963726614,0.5245728749209028,0.0,0.6087693682752597,0.5346264699247586,2016,Centropomus undecimalis_SA,G
7152,0.5123042505592841,0.004283011583696558,0.004493719871990784,0.00021070828829422572,0.38967058019043804,0.5143082063059309,-0.07852487292963861,0.03882170873965136,0.005498975488213567,0.004357298474945534,1.0,0.002183406113537118,0.6906641000962463,0.0,0.7277169180797043,0.7354781921498768,2016,Cynoscion nebulosus_A,G
7152,0.6073825503355704,0.053439465445537536,0.03652000998774844,-0.016919455457789098,0.7333670376297532,0.7844752904989722,0.5166744335406637,0.20119518463604705,0.04010612081779221,0.05463502015226153,1.0,0.028084714548802948,0.802020202020202,2.0069976471859263e-06,0.8584104938271606,0.9129185430768163,2016,Cynoscion nebulosus_R,G
7152,0.373741610738255,0.006644214129036044,0.003976755516994504,-0.00266745861204154,0.6811485721934327,0.4669366812215225,0.4606709723450845,0.05944926133084795,0.0059827606707659325,0.011160714285714286,1.0,0.005611672278338945,0.4647239263803681,0.0,0.6383367633150571,0.5439877717686601,2016,Lutjanus griseus_R,G
7152,0.4261744966442953,0.029865269133345262,0.046820206200205605,0.016954937066860343,0.808143098036159,0.6511047816048308,0.40502038598636514,0.17646745917095555,0.029210244672958522,0.1109389525875426,1.0,0.058727034120734906,0.7146739130434783,8.447892341223451e-08,0.8156624050922727,0.806238312739032,2016,Lutjanus griseus_SA,G
7152,0.30900447427293065,0.00015241196930450618,0.0006641008396524288,0.0005116888703479226,0.3143251590629814,0.25021791071027527,-12.565934764831194,0.011414763490909098,0.0006992986992934057,0.0009045680687471732,1.0,0.00045248868778280545,0.36562230526013223,0.0,0.5851682228786045,0.4148903075114605,2016,Mycteroperca microlepis_SA,G
7152,0.3508109619686801,0.04331676171679873,0.03626061539683653,-0.007056146319962195,0.7128565313582923,0.307822024255711,0.505394278329482,0.4499531591668037,0.03251659742861856,0.05201863354037267,1.0,0.026703866082104424,0.5197927461139896,0.0,0.6415253139526909,0.5513865170684222,2016,Sciaenops ocellatus_R,G
7152,0.6907158836689038,0.0330294643721589,0.02554552305056728,-0.007483941321591622,0.6183897698942562,0.7163025399580508,0.3539056510248787,0.20721386191207083,0.03010638374845694,0.03187250996015936,1.0,0.016194331983805668,0.827568710359408,0.0,0.8114054458200027,0.9048856901278681,2016,Sciaenops ocellatus_SA,G
4608,0.6486545138888888,0.051276186957465025,0.030625410431775326,-0.0206507765256897,0.6329035332876269,0.7365748124924519,0.3927360402547496,0.18258144750548658,0.04279407970508764,0.0367816091954023,1.0,0.01873536299765808,0.8154205607476636,0.0,0.8266528434194891,0.9035756571673037,2017,Archosargus probatocephalus_A,G
4608,0.2996961805555556,0.0007441330113804557,0.0012192516161580419,0.00047511860477758615,0.4678846133245625,0.2456687173351478,-0.1620738502957031,0.011549022685438172,0.0012542300750631005,0.0,0.0,0.0,0.46751025991792067,0.0,0.6267591490786353,0.47971132804912475,2017,Archosargus probatocephalus_R,G
