year,species,F1_best_run_a,F1_best_run_g,corr_run_a,corr_run_g,r2_run_a,r2_run_g,dcorr,dr2,dF1_best
2012,Centropomus undecimalis_SA,0.2395871728713601,0.4703067217750707,0.7958466917582983,0.6233197773905823,0.6190628703767038,0.33037675808057543,-0.17252691436771594,-0.2886861122961284,0.2307195489037106
2012,Cynoscion nebulosus_A,0.6739285350707523,0.7078651685393258,0.5541701558084453,0.3394888586300275,0.2863239275614522,0.10726634143051372,-0.21468129717841783,-0.17905758613093847,0.03393663346857345
2012,Cynoscion nebulosus_R,0.7375,0.7698013245033113,0.7569954788204777,0.5668490821944967,0.5621169153901968,0.30716714288559865,-0.19014639662598098,-0.25494977250459816,0.032301324503311246
2012,Lutjanus griseus_R,0.37673830594184576,0.4996243425995492,0.7026239966753649,0.517690011550138,0.4551715178734873,0.18645077856193637,-0.18493398512522685,-0.26872073931155094,0.12288603665770342
2012,Lutjanus griseus_SA,0.38565279770444766,0.6155433287482807,0.6297291166399395,0.46261918554914333,0.3768849749607742,0.126296933579213,-0.16710993109079614,-0.2505880413815612,0.229890531043833
2012,Mycteroperca microlepis_SA,0.1616871704745167,0.4314066852367688,0.7084972196925141,0.31940640855599317,0.43704189833310125,-0.28864991746566737,-0.38909081113652094,-0.7256918157987686,0.2697195147622521
2012,Sciaenops ocellatus_R,0.5885524678556615,0.33539967373572593,0.34517383161227533,0.7226474638410456,0.09902133888082687,0.49824833405468016,0.3774736322287703,0.3992269951738533,-0.2531527941199356
2012,Sciaenops ocellatus_SA,0.7618621307072516,0.7945314047949277,0.7515323180804309,0.8215436227103944,0.47579191482259164,0.6439461781215687,0.07001130462996352,0.1681542632989771,0.03266927408767606
2013,Archosargus probatocephalus_A,0.81741660604801,0.8062384351044145,0.6385691009721404,0.4502441305388549,0.2564727193218723,-0.07653857911245265,-0.18832497043328544,-0.333011298434325,-0.011178170943595522
2013,Archosargus probatocephalus_R,0.15663643858202803,0.480008835873647,0.7370348745900577,0.44577103365377424,0.38655952966435536,0.180150765006433,-0.29126384093628344,-0.20640876465792235,0.323372397291619
2013,Callinectes sapidus_R,0.8027334851936219,0.8196186222298574,0.7839920898328818,0.6355274788102421,0.6136135096082664,0.39748871737277225,-0.14846461102263975,-0.2161247922354942,0.01688513703623551
2013,Centropomus undecimalis_A,0.7627238454288408,0.7968499733048585,0.7682230174932938,0.6904286689827583,0.5451466992175331,0.4628630659624955,-0.07779434851053546,-0.08228363325503762,0.034126127876017764
2013,Centropomus undecimalis_SA,0.21891288160833955,0.49216953236228234,0.6798442747410163,0.41220695930362405,0.45679964907029724,0.10824909968241148,-0.2676373154373922,-0.34855054938788577,0.2732566507539428
2013,Cynoscion nebulosus_A,0.6832776778833805,0.6981818181818182,0.6587633096692362,0.6035383751735727,0.39285647271374413,0.3502629075564955,-0.05522493449566357,-0.04259356515724866,0.014904140298437785
2013,Cynoscion nebulosus_R,0.764371733696887,0.8167515563101302,0.7661589909710311,0.5805206748728842,0.5791210047026611,0.261928531717731,-0.18563831609814696,-0.31719247298493014,0.05237982261324314
2013,Lutjanus griseus_R,0.3447143795141169,0.5568499534016775,0.7974287711607755,0.5564315584831288,0.6322339360493296,0.28678122449630705,-0.24099721267764673,-0.3454527115530226,0.21213557388756066
2013,Lutjanus griseus_SA,0.4373251970505975,0.6481694303070104,0.7437327542946488,0.5288525214967563,0.40739917160368555,0.27414520403918585,-0.21488023279789248,-0.1332539675644997,0.21084423325641283
2013,Mycteroperca microlepis_SA,0.1557276803913575,0.47449114459423736,0.4748653600772502,0.311113817260057,0.20045756156718952,-0.2365662391652288,-0.16375154281719323,-0.4370238007324183,0.3187634642028798
2013,Sciaenops ocellatus_R,0.5808539513519156,0.5015588992815507,0.35669700269201465,0.741141180931515,0.06429621925161,0.3526589357871802,0.3844441782395004,0.2883627165355702,-0.07929505207036491
2013,Sciaenops ocellatus_SA,0.8040522989003377,0.8045819798256112,0.7466583456619038,0.5481282402155351,0.5403392204606807,0.1189652907293326,-0.19853010544636873,-0.42137392973134813,0.0005296809252735013
2014,Archosargus probatocephalus_A,0.8281423804226918,0.84722473332128,0.7736979844728207,0.6132725303114941,0.5874219277464992,0.3607209548050341,-0.16042545416132659,-0.22670097294146507,0.019082352898588173
2014,Archosargus probatocephalus_R,0.23619186046511628,0.5271028037383177,0.796904032337958,0.6669090452806055,0.5724865191974626,0.35790174786484064,-0.12999498705735257,-0.214584771332622,0.29091094327320144
2014,Callinectes sapidus_R,0.7737285554766014,0.832399899690713,0.7450679358166948,0.6828628934037901,0.551916747123508,0.4298676511138714,-0.0622050424129047,-0.12204909600963665,0.05867134421411169
2014,Centropomus undecimalis_A,0.7442307692307693,0.8091702487951022,0.808620481823208,0.6295828630190812,0.5814763175086708,0.391570114641258,-0.17903761880412683,-0.18990620286741278,0.06493947956433299
2014,Centropomus undecimalis_SA,0.22480355312606765,0.5114544485881726,0.7267874115629613,0.7693159439926847,0.427067698455901,0.2315555227193281,0.04252853242972332,-0.19551217573657287,0.2866508954621049
2014,Cynoscion nebulosus_A,0.6549875800758269,0.70621629293216,0.6096338788490062,0.324626020148108,0.33917724283624195,-0.08683553733090466,-0.28500785870089823,-0.4260127801671466,0.051228712856333125
2014,Cynoscion nebulosus_R,0.7597433460076045,0.800811176205498,0.8383094345360111,0.7246203834341579,0.7001971129822789,0.5098456081374391,-0.11368905110185323,-0.19035150484483987,0.04106783019789351
2014,Lutjanus griseus_R,0.39863130881094955,0.5827940616673011,0.8557576469875144,0.6709505694443191,0.697418917337308,0.3916167142349525,-0.18480707754319536,-0.3058022031023555,0.18416275285635153
2014,Lutjanus griseus_SA,0.5482608695652174,0.7083795342943133,0.8541919186578565,0.6282376933785141,0.7205567705413752,0.3009233276798736,-0.2259542252793424,-0.4196334428615016,0.16011866472909597
2014,Mycteroperca microlepis_SA,0.14751552795031056,0.4910985098246077,0.8791452704963907,0.7598136814478484,0.6935878875272423,0.39129194588695515,-0.11933158904854224,-0.30229594164028717,0.34358298187429714
2014,Sciaenops ocellatus_R,0.634091860952115,0.5117924528301887,0.688819602984744,0.8577997611261637,0.3862130356316259,0.5879186503950604,0.16898015814141976,0.20170561476343452,-0.1222994081219263
2014,Sciaenops ocellatus_SA,0.828957100591716,0.8246300391222997,0.7068847596280452,0.495637014931223,0.47940935512125005,0.14677076590433913,-0.21124774469682223,-0.3326385892169109,-0.0043270614694163045
2015,Archosargus probatocephalus_A,0.8425241614553723,0.8194995685936152,0.8010492984080275,0.6892628025769618,0.6391299679605615,0.46920993922109366,-0.1117864958310657,-0.16992002873946788,-0.023024592861757176
2015,Archosargus probatocephalus_R,0.25018953752843065,0.520314253647587,0.8814877225844518,0.6643143323250479,0.7692429457151787,0.3051392125783011,-0.21717339025940396,-0.4641037331368776,0.27012471611915634
2015,Callinectes sapidus_R,0.5690288713910762,0.8554207053840515,0.7989750294607108,0.7227748749779013,0.5322176526830417,0.5182791082014617,-0.07620015448280948,-0.01393854448157994,0.2863918339929753
2015,Centropomus undecimalis_A,0.8147666709996101,0.8216258879242304,0.7788095378453768,0.5784815440004396,0.6022138604531868,0.2971592266663623,-0.20032799384493716,-0.3050546337868245,0.006859216924620326
2015,Centropomus undecimalis_SA,0.22032085561497325,0.5208516628541263,0.828483508796198,0.656927764416384,0.663038492493544,0.4034105482696918,-0.17155574437981402,-0.25962794422385216,0.30053080723915304
2015,Cynoscion nebulosus_A,0.672939494997618,0.6770016069571794,0.6803270999491686,0.6686577989449776,0.42878073778801795,0.44298760098679324,-0.011669301004191057,0.014206863198775288,0.00406211195956141
2015,Cynoscion nebulosus_R,0.6870982209597847,0.780449141347424,0.7669524974112243,0.5497480084059448,0.5043422158367374,0.22915513056717784,-0.21720448900527944,-0.2751870852695596,0.09335092038763937
2015,Lutjanus griseus_R,0.3786231884057971,0.5372872433760308,0.7723054049084135,0.4281125865876413,0.12176535995010795,0.1536672707675414,-0.3441928183207722,0.03190191081743343,0.15866405497023373
2015,Lutjanus griseus_SA,0.6573071718538566,0.7345352813179982,0.8326438017744593,0.6880623773039658,0.6854886915741343,0.4434496304988703,-0.1445814244704935,-0.24203906107526396,0.0772281094641416
2015,Mycteroperca microlepis_SA,0.16540151817818619,0.48514851485148514,0.8995706915885086,0.952232325222401,0.772063980598296,0.8900074786850662,0.052661633633892424,0.1179434980867703,0.319746996673299
2015,Sciaenops ocellatus_R,0.6089764288020665,0.521694742215416,0.8170107150899957,0.576339385874014,0.49032368662852255,0.3026802023059383,-0.24067132921598167,-0.18764348432258426,-0.08728168658665048
2015,Sciaenops ocellatus_SA,0.8002860353457963,0.8361134995700774,0.7667322038884851,0.6203811930359017,0.5744481361502298,0.3775821010744884,-0.1463510108525834,-0.1968660350757414,0.03582746422428107
2016,Archosargus probatocephalus_A,0.8229010494752623,0.8049757178154554,0.762431843456556,0.6329722739951837,0.532429258309039,0.3678583451535338,-0.12945956946137227,-0.1645709131555052,-0.01792533165980692
2016,Archosargus probatocephalus_R,0.3209509658246657,0.49890443283330527,0.7758853437043021,0.4411735267418553,0.5620795092153009,0.19054026684733805,-0.3347118169624468,-0.3715392423679629,0.17795346700863957
2016,Callinectes sapidus_R,0.767993484678815,0.7310914981566305,0.8002475555540245,0.5525966794695216,0.6344274405315303,0.27336491664997964,-0.24765087608450287,-0.3610625238815507,-0.03690198652218446
2016,Centropomus undecimalis_A,0.8157181571815718,0.8330985013449469,0.7400708598639336,0.5792535357536681,0.5203802882318286,0.3346283323847409,-0.1608173241102655,-0.1857519558470877,0.017380344163375083
2016,Centropomus undecimalis_SA,0.27986151182919794,0.5245728749209028,0.6291836549912684,0.43050719149655714,0.23812611458902266,0.035943579442911155,-0.19867646349471124,-0.2021825351461115,0.24471136309170483
2016,Cynoscion nebulosus_A,0.5849779086892489,0.6906641000962463,0.6964447601908257,0.38967058019043804,0.4823321658033817,-0.07852487292963861,-0.30677418000038764,-0.5608570387330203,0.10568619140699742
2016,Cynoscion nebulosus_R,0.7852961835635682,0.802020202020202,0.8043683052617252,0.7333670376297532,0.6323367889651405,0.5166744335406637,-0.07100126763197201,-0.11566235542447678,0.016724018456633738
2016,Lutjanus griseus_R,0.33362753751103263,0.4647239263803681,0.8027604938435378,0.6811485721934327,0.6107822255998335,0.4606709723450845,-0.12161192165010504,-0.15011125325474906,0.13109638886933545
2016,Lutjanus griseus_SA,0.6136226642555757,0.7146739130434783,0.8428911315685468,0.808143098036159,0.6567869168871543,0.40502038598636514,-0.034748033532387756,-0.25176653090078915,0.10105124878790261
2016,Mycteroperca microlepis_SA,0.17573872472783825,0.36562230526013223,0.48219069367576517,0.3143251590629814,-0.1942690551930235,-12.565934764831194,-0.16786553461278375,-12.37166570963817,0.18988358053229398
2016,Sciaenops ocellatus_R,0.627758234729773,0.5197927461139896,0.8585143246378,0.7128565313582923,0.4543477742618548,0.505394278329482,-0.14565779327950767,0.05104650406762723,-0.10796548861578337
2016,Sciaenops ocellatus_SA,0.8084418670976329,0.827568710359408,0.7674247208245328,0.6183897698942562,0.5869123941236435,0.3539056510248787,-0.14903495093027663,-0.2330067430987648,0.01912684326177516
2017,Archosargus probatocephalus_A,0.7959947183098591,0.7930615784908933,0.7835757610563177,0.6836680916184074,0.6047254356924721,0.3668165078145811,-0.0999076694379103,-0.23790892787789097,-0.002933139818965813
2017,Archosargus probatocephalus_R,0.27672955974842767,0.5102079041018918,0.6941752206493567,0.5366103565486839,0.05603200708091882,-0.9580197385149074,-0.15756486410067272,-1.0140517455958262,0.2334783443534641
2017,Callinectes sapidus_R,0.819325801414531,0.875069230160614,0.7730381898614123,0.6332456893413682,0.5777881611816249,0.39662860244597964,-0.1397925005200441,-0.18115955873564527,0.05574342874608296
2017,Centropomus undecimalis_A,0.788422705855957,0.8264462809917356,0.7388479538676385,0.651099202729981,0.5215596644292265,0.4215844908466766,-0.08774875113765745,-0.09997517358254993,0.03802357513577859
2017,Centropomus undecimalis_SA,0.34471803018268465,0.614423977521074,0.6486919222674883,0.452918009084123,0.39492708772644036,0.14158342779692557,-0.1957739131833653,-0.2533436599295148,0.2697059473383894
2017,Cynoscion nebulosus_A,0.5318780318780318,0.6665209312493169,0.600668920293869,0.4983862181842249,0.27846727877562283,0.21954013513204018,-0.10228270210964407,-0.05892714364358265,0.13464289937128504
2017,Cynoscion nebulosus_R,0.7647293523074877,0.7961963505525572,0.8255527959878819,0.6920809657988337,0.6759092121203193,0.3886664285927868,-0.13347183018904818,-0.2872427835275325,0.03146699824506949
2017,Lutjanus griseus_R,0.3732238711714556,0.5526900085397096,0.823680323083974,0.46311381639985494,0.6668696305405373,0.19706407936626302,-0.36056650668411905,-0.46980555117427425,0.179466137368254
2017,Lutjanus griseus_SA,0.6482004899189749,0.7033175355450237,0.782347941402551,0.672989391312174,0.6090911743582086,0.4510483964697125,-0.1093585500903771,-0.15804277788849608,0.0551170456260488
2017,Mycteroperca microlepis_SA,0.2785817655571635,0.3700834326579261,0.5558920983142812,0.3110262528476425,0.29550610050131476,-0.0278682682873701,-0.2448658454666387,-0.32337436878868486,0.09150166710076257
2017,Sciaenops ocellatus_R,0.5577142857142857,0.5153315138866592,0.7306063731301059,0.5860332036410894,0.4110652780628852,0.34126048155593913,-0.14457316948901655,-0.06980479650694604,-0.04238277182762651
2017,Sciaenops ocellatus_SA,0.7709620476610768,0.8188903321580998,0.7629540493208411,0.6599619076307366,0.30440109624311606,0.32107211458335216,-0.10299214169010451,0.0166710183402361,0.04792828449702302
